arrival_time_us,cpu_burst_duration_us,io_burst_duration_us,nice,weight,scheduling_class,cpu_request
0,7039019,0,19,15,0,0.008102
0,8817754,0,19,15,0,0.004051
0,112678894,0,19,15,0,0.012146
0,104795257,0,19,15,0,0.003433
0,84238137,0,19,15,0,0.003433
0,112542224,0,19,15,0,0.003433
0,119095528,0,19,15,0,0.009720
0,80863886,0,19,15,0,0.011002
0,80595788,0,19,15,0,0.003696
0,105245337,0,19,15,0,0.003696
0,112226245,0,19,15,0,0.003696
0,105103128,0,19,15,0,0.003696
0,82422394,0,19,15,0,0.003696
0,82830447,0,19,15,0,0.003696
0,138569081,0,19,15,0,0.003788
0,115959540,0,19,15,0,0.003788
0,112600853,0,19,15,0,0.005196
0,103195142,0,19,15,0,0.008636
0,103056910,0,19,15,0,0.008636
0,83816844,0,19,15,0,0.008636
0,105602013,0,19,15,0,0.004135
0,118738828,0,19,15,0,0.004135
0,117187605,0,19,15,0,0.002026
0,122245269,0,19,15,0,0.002026
0,105486501,0,19,15,0,0.002026
0,115597253,0,19,15,0,0.002026
0,82661042,0,19,15,0,0.002026
0,82666889,0,19,15,0,0.002026
0,80970420,0,19,15,0,0.002026
0,110575971,0,19,15,0,0.002026
0,133592483,0,19,15,0,0.002026
0,82423704,0,19,15,0,0.002026
0,107141314,0,19,15,0,0.002026
0,81488578,0,19,15,0,0.002026
0,118977520,0,19,15,0,0.002026
0,82423704,0,19,15,0,0.008102
